"original_family","original_name","name_in_Flora","original_ID","final_family","scientificName","taxonID","vernacular_names","notes","tax_notes","notes_fam","nome_especie","establishmentMeans","occurrenceRemarks","location","lifeForm","vegetationType","habitat","GTSearch"
"Melastomataceae","Leandra pilonensis Wurdack","Leandra pilonensis Wurdack",9594,"Melastomataceae","Leandra pilonensis Wurdack",9594,,"LFB","name ok","","Leandra pilonensis","NATIVA","Endemica/Mata Atlântica","BR-SC-BR-PR","Arbusto-Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Melastomataceae","Leandra umbellata DC.","Leandra umbellata DC.",9635,"Melastomataceae","Leandra umbellata DC.",9635,,"LFB","name ok","","Leandra umbellata","NATIVA","Endemica/Cerrado-Endemica/Mata Atlântica","BR-BA-BR-SP-BR-RJ-BR-MG","Arbusto-Árvore","Cerrado (lato sensu)-Floresta Estacional Semidecidual-Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Melastomataceae","Macairea theresiae Cogn.","Macairea theresiae Cogn.",85320,"Melastomataceae","Macairea theresiae Cogn.",85320,,"LFB","name ok","","Macairea theresiae","NATIVA","Endemica/Amazônia","BR-PA-BR-AM","Arbusto-Árvore","Campinarana-Campo de Várzea-Floresta de Terra Firme","Terrícola","sim"
"Melastomataceae","Meriania calophylla (Cham.) Triana","Meriania calophylla (Cham.) Triana",9650,"Melastomataceae","Meriania calophylla (Cham.) Triana",9650,,"LFB","name ok","","Meriania calophylla","NATIVA","Endemica/Mata Atlântica","BR-ES-BR-BA","Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Melastomataceae","Meriania claussenii (Naudin) Triana","Meriania claussenii (Naudin) Triana",9652,"Melastomataceae","Meriania claussenii (Naudin) Triana",9652,,"LFB","name ok","","Meriania claussenii","NATIVA","Endemica/Mata Atlântica","BR-SP-BR-RJ-BR-MG","Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Melastomataceae","Meriania paniculata (DC.) Triana","Meriania paniculata (DC.) Triana",9658,"Melastomataceae","Meriania paniculata (DC.) Triana",9658,,"LFB","name ok","","Meriania paniculata","NATIVA","Endemica/Mata Atlântica","BR-SP-BR-RJ","Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Melastomataceae","Merianthera sipolisii (Glaz. & Cogn.) Wurdack","Merianthera sipolisii (Glaz. & Cogn.) Wurdack",102331,"Melastomataceae","Merianthera sipolisii (Glaz. & Cogn.) Wurdack",102331,,"LFB","name ok","","Merianthera sipolisii","NATIVA","Endemica/Cerrado","BR-MG","Arbusto-Árvore","Campo rupestre-Vegetação Sobre Afloramentos Rochosos","Rupícola-Terrícola","sim"
"Melastomataceae","Miconia brunnea DC.","Miconia brunnea DC.",9676,"Melastomataceae","Miconia brunnea DC.",9676,,"LFB","name ok","","Miconia brunnea","NATIVA","Endemica/Mata Atlântica","BR-SP-BR-RJ-BR-MG-BR-ES-BR-SC-BR-PR","Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Melastomataceae","Miconia formosa Cogn.","Miconia formosa Cogn.",9706,"Melastomataceae","Miconia formosa Cogn.",9706,,"LFB","name ok","","Miconia formosa","NATIVA","Endemica/Mata Atlântica","BR-RJ-BR-MG-BR-ES","Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Melastomataceae","Miconia goldenbergiana Caddah","Miconia goldenbergiana Caddah",604866,"Melastomataceae","Miconia goldenbergiana Caddah",604866,,"LFB","name ok","","Miconia goldenbergiana","NATIVA","Endemica/Mata Atlântica","BR-ES-BR-SP-BR-RJ","Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Melastomataceae","Miconia irwinii Wurdack","Miconia irwinii Wurdack",19663,"Melastomataceae","Miconia irwinii Wurdack",19663,,"LFB","name ok","","Miconia irwinii","NATIVA","Endemica/Cerrado","BR-GO","Arbusto-Árvore","Cerrado (lato sensu)","Terrícola","sim"
"Melastomataceae","Miconia nordestina R.Goldenb. & E.C.O.Chagas","Miconia nordestina R.Goldenb. & E.C.O.Chagas",132538,"Melastomataceae","Miconia nordestina R.Goldenb. & E.C.O.Chagas",132538,,"LFB","name ok","","Miconia nordestina","NATIVA","Endemica/Caatinga-Endemica/Cerrado-Endemica/Mata Atlântica","BR-PE-BR-CE-BR-BA-BR-AL","Arbusto-Árvore","Área Antrópica-Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Melastomataceae","Miconia tentaculifera Naudin","Miconia tentaculifera Naudin",9772,"Melastomataceae","Miconia tentaculifera Naudin",9772,,"LFB","name ok","","Miconia tentaculifera","NATIVA","Endemica/Cerrado-Endemica/Mata Atlântica","BR-SP-BR-MG","Árvore","Cerrado (lato sensu)-Floresta Ciliar ou Galeria-Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Melastomataceae","Miconia urophylla DC.","Miconia urophylla DC.",9777,"Melastomataceae","Miconia urophylla DC.",9777,,"LFB","name ok","","Miconia urophylla","NATIVA","Endemica/Mata Atlântica","BR-SP-BR-RJ-BR-MG","Arbusto-Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Melastomataceae","Mouriri arborea Gardner","Mouriri arborea Gardner",9815,"Melastomataceae","Mouriri arborea Gardner",9815,,"LFB","name ok","","Mouriri arborea","NATIVA","Endemica/Mata Atlântica","BR-RJ-BR-ES","Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Melastomataceae","Mouriri cearensis Huber","Mouriri cearensis Huber",19704,"Melastomataceae","Mouriri cearensis Huber",19704,,"LFB","name ok","","Mouriri cearensis","NATIVA","Endemica/Amazônia-Endemica/Caatinga","BR-PI-BR-MA-BR-CE-BR-PA","Arbusto-Árvore","Floresta de Terra Firme-Floresta Estacional Decidual-Restinga","Terrícola","sim"
"Melastomataceae","Mouriri chamissoana Cogn.","Mouriri chamissoana Cogn.",9817,"Melastomataceae","Mouriri chamissoana Cogn.",9817,,"LFB","name ok","","Mouriri chamissoana","NATIVA","Endemica/Mata Atlântica","BR-MG-BR-SP-BR-RJ-BR-ES-BR-SC-BR-PR-BR-BA","Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Melastomataceae","Pleroma candolleanum (Mart. ex DC.) Triana","Pleroma candolleanum (Mart. ex DC.) Triana",602859,"Melastomataceae","Pleroma candolleanum (Mart. ex DC.) Triana",602859,,"LFB","name ok","","Pleroma candolleanum","NATIVA","Endemica/Cerrado","BR-BA-BR-MG-BR-GO-BR-DF","Arbusto-Árvore","Floresta Ciliar ou Galeria","Terrícola","sim"
"Melastomataceae","Pleroma fissinervium Schrank et Mart. ex DC.","Pleroma fissinervium Schrank et Mart. ex DC.",603029,"Melastomataceae","Pleroma fissinervium Schrank et Mart. ex DC.",603029,,"LFB","name ok","","Pleroma fissinervium","NATIVA","Endemica/Cerrado-Endemica/Mata Atlântica","BR-ES-BR-RJ-BR-BA-BR-MG","Árvore","Campo rupestre-Floresta Ciliar ou Galeria-Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Melastomataceae","Tibouchina barnebyana Wurdack","Tibouchina barnebyana Wurdack",19719,"Melastomataceae","Tibouchina barnebyana Wurdack",19719,,"LFB","name ok","","Tibouchina barnebyana","NATIVA","Endemica/Cerrado","BR-MG-BR-BA","Arbusto-Árvore","Floresta Ciliar ou Galeria","Terrícola","sim"
"Melastomataceae","Tibouchina canescens (D.Don) Cogn.","Tibouchina canescens (D.Don) Cogn.",9889,"Melastomataceae","Tibouchina canescens (D.Don) Cogn.",9889,,"LFB","name ok","","Tibouchina canescens","NATIVA","Endemica/Mata Atlântica","BR-SP-BR-RJ-BR-MG","Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Melastomataceae","Tibouchina francavillana Cogn.","Tibouchina francavillana Cogn.",9914,"Melastomataceae","Tibouchina francavillana Cogn.",9914,,"LFB","name ok","","Tibouchina francavillana","NATIVA","Endemica/Mata Atlântica","BR-SE-BR-BA","Árvore","Restinga","Terrícola","sim"
"Melastomataceae","Tibouchina regnellii Cogn.","Tibouchina regnellii Cogn.",9955,"Melastomataceae","Tibouchina regnellii Cogn.",9955,,"LFB","name ok","","Tibouchina regnellii","NATIVA","Endemica/Mata Atlântica","BR-SP-BR-PR","Arbusto-Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Melastomataceae","Trembleya pentagona Naudin","Trembleya pentagona Naudin",9984,"Melastomataceae","Trembleya pentagona Naudin",9984,,"LFB","name ok","","Trembleya pentagona","NATIVA","Endemica/Cerrado","BR-MG","Arbusto-Árvore","Campo rupestre","Terrícola","sim"
"Meliaceae","Guarea blanchetii C.DC.","Guarea blanchetii C.DC.",9994,"Meliaceae","Guarea blanchetii C.DC.",9994,,"LFB","name ok","","Guarea blanchetii","NATIVA","Endemica/Mata Atlântica","BR-ES-BR-BA","Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Metteniusaceae","Emmotum harleyi R.Duno","Emmotum harleyi R.Duno",103389,"Metteniusaceae","Emmotum harleyi R.Duno",103389,"Aderno-PORTUGUES-Bahia","LFB","name ok","","Emmotum harleyi","NATIVA","Endemica/Cerrado","BR-BA","Arbusto-Árvore","Campo rupestre","Terrícola","sim"
"Monimiaceae","Macropeplus dentatus (Perkins) I.Santos & Peixoto","Macropeplus dentatus (Perkins) I.Santos & Peixoto",10064,"Monimiaceae","Macropeplus dentatus (Perkins) I.Santos & Peixoto",10064,,"LFB","name ok","","Macropeplus dentatus","NATIVA","Endemica/Mata Atlântica","BR-SP-BR-RJ-BR-MG","Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Monimiaceae","Mollinedia longifolia Perkins","Mollinedia longifolia Perkins",10091,"Monimiaceae","Mollinedia longifolia Perkins",10091,,"LFB","name ok","","Mollinedia longifolia","NATIVA","Endemica/Mata Atlântica","BR-RJ-BR-ES","Arbusto-Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Moraceae","Ficus holosericea Schott","Ficus holosericea Schott",10166,"Moraceae","Ficus holosericea Schott",10166,"apuí-PORTUGUES-Acre","LFB","name ok","","Ficus holosericea","NATIVA","Endemica/Amazônia-Endemica/Mata Atlântica","BR-RJ-BR-MG-BR-ES-BR-BA","Árvore","Floresta Ombrófila (= Floresta Pluvial)-Vegetação Sobre Afloramentos Rochosos","Hemiepífita-Terrícola","sim"
"Moraceae","Ficus lagoensis C.C.Berg & Carauta","Ficus lagoensis C.C.Berg & Carauta",10144,"Moraceae","Ficus lagoensis C.C.Berg & Carauta",10144,,"LFB","name ok","","Ficus lagoensis","NATIVA","Endemica/Cerrado-Endemica/Mata Atlântica","BR-SP-BR-MG-BR-PR","Árvore","Floresta Estacional Semidecidual","Hemiepífita-Terrícola","sim"
"Moraceae","Ficus organensis (Miq.) Miq.","Ficus organensis (Miq.) Miq.",10174,"Moraceae","Ficus organensis (Miq.) Miq.",10174,,"LFB","name ok","","Ficus organensis","NATIVA","Endemica/Mata Atlântica","BR-SP-BR-RJ-BR-MG-BR-ES-BR-SC-BR-RS-BR-PR","Árvore","Floresta Estacional Semidecidual-Floresta Ombrófila (= Floresta Pluvial)-Restinga","Hemiepífita-Terrícola","sim"
"Myristicaceae","Virola officinalis Warb.","Virola officinalis Warb.",10200,"Myristicaceae","Virola officinalis Warb.",10200,"Bicuhyba-vermelha-PORTUGUES-Sudeste/Bicuíba-redonda-PORTUGUES-Sudeste/Bocuva-PORTUGUES-Sudeste","LFB","name ok","","Virola officinalis","NATIVA","Endemica/Mata Atlântica","BR-MG-BR-ES-BR-BA","Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Myrtaceae","Calyptranthes grandiflora O.Berg","Calyptranthes grandiflora O.Berg",10285,"Myrtaceae","Calyptranthes grandiflora O.Berg",10285,,"LFB","name ok","","Calyptranthes grandiflora","NATIVA","Endemica/Mata Atlântica","BR-RJ","Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Myrtaceae","Calyptranthes obovata Kiaersk.","Calyptranthes obovata Kiaersk.",10292,"Myrtaceae","Calyptranthes obovata Kiaersk.",10292,,"LFB","name ok","","Calyptranthes obovata","NATIVA","Endemica/Mata Atlântica","BR-MG-BR-SP-BR-RJ-BR-SC-BR-PR","Árvore","Floresta Estacional Semidecidual-Floresta Ombrófila (= Floresta Pluvial)-Floresta Ombrófila Mista","Terrícola","sim"
"Myrtaceae","Calyptranthes rufa O.Berg","Calyptranthes rufa O.Berg",19832,"Myrtaceae","Calyptranthes rufa O.Berg",19832,,"LFB","name ok","","Calyptranthes rufa","NATIVA","Endemica/Caatinga-Endemica/Mata Atlântica","BR-MG-BR-RJ-BR-BA","Árvore","Caatinga (stricto sensu)-Floresta Ombrófila (= Floresta Pluvial)","Terrícola",
"Myrtaceae","Calyptranthes spruceana O.Berg","Calyptranthes spruceana O.Berg",36871,"Myrtaceae","Calyptranthes spruceana O.Berg",36871,,"LFB","name ok","","Calyptranthes spruceana","NATIVA","Endemica/Amazônia","BR-AM","Árvore","Floresta de Igapó-Floresta de Terra Firme-Floresta de Várzea","Terrícola","sim"
"Myrtaceae","Campomanesia simulans M.L.Kawas.","Campomanesia simulans M.L.Kawas.",10332,"Myrtaceae","Campomanesia simulans M.L.Kawas.",10332,,"LFB","name ok","","Campomanesia simulans","NATIVA","Endemica/Mata Atlântica","BR-SP-BR-MG","Árvore","Floresta Estacional Semidecidual","Terrícola","sim"
"Myrtaceae","Curitiba prismatica (D.Legrand) Salywon & Landrum","Curitiba prismatica (D.Legrand) Salywon & Landrum",10337,"Myrtaceae","Curitiba prismatica (D.Legrand) Salywon & Landrum",10337,"Guamirim-PORTUGUES-NA/Cambuí-PORTUGUES-NA/Mureira-PORTUGUES-NA/Murta-PORTUGUES-NA/Bosta-de-galinha-PORTUGUES-NA","LFB","name ok","","Curitiba prismatica","NATIVA","Endemica/Mata Atlântica","BR-SC-BR-PR","Arbusto-Árvore","Floresta Ombrófila Mista","Terrícola","sim"
"Myrtaceae","Eugenia acutata Miq.","Eugenia acutata Miq.",10339,"Myrtaceae","Eugenia acutata Miq.",10339,,"LFB","name ok","","Eugenia acutata","NATIVA","Endemica/Mata Atlântica","BR-PR-BR-MG-BR-SP-BR-RJ","Árvore","Cerrado (lato sensu)-Floresta Estacional Semidecidual-Floresta Ombrófila Mista","Terrícola",
"Myrtaceae","Eugenia arenaria Cambess.","Eugenia arenaria Cambess.",10344,"Myrtaceae","Eugenia arenaria Cambess.",10344,,"LFB","name ok","","Eugenia arenaria","NATIVA","Endemica/Mata Atlântica","BR-PE-BR-BA-BR-RJ-BR-ES","Árvore","Floresta Ombrófila (= Floresta Pluvial)-Restinga","Terrícola","sim"
"Myrtaceae","Eugenia bacopari D.Legrand","Eugenia bacopari D.Legrand",10348,"Myrtaceae","Eugenia bacopari D.Legrand",10348,,"LFB","name ok","","Eugenia bacopari","NATIVA","Endemica/Mata Atlântica","BR-SC-BR-RS-BR-PR-BR-SP","Árvore","Floresta Ombrófila (= Floresta Pluvial)-Restinga","Terrícola","sim"
"Myrtaceae","Eugenia beaurepairiana (Kiaersk.) D.Legrand","Eugenia beaurepairiana (Kiaersk.) D.Legrand",25828,"Myrtaceae","Eugenia beaurepairiana (Kiaersk.) D.Legrand",25828,,"LFB","name ok","","Eugenia beaurepairiana","NATIVA","Endemica/Mata Atlântica","BR-SP-BR-RJ-BR-MG-BR-ES-BR-SC-BR-RS-BR-PR-BR-BA","Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola",
"Myrtaceae","Eugenia capitulifera O.Berg","Eugenia capitulifera O.Berg",10365,"Myrtaceae","Eugenia capitulifera O.Berg",10365,,"LFB","name ok","","Eugenia capitulifera","NATIVA","Endemica/Mata Atlântica","BR-RJ-BR-PR","Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Myrtaceae","Eugenia capparidifolia DC.","Eugenia capparidifolia DC.",36905,"Myrtaceae","Eugenia capparidifolia DC.",36905,,"LFB","name ok","","Eugenia capparidifolia","NATIVA","Endemica/Cerrado","BR-MG","Arbusto-Árvore","Campo de Altitude-Campo rupestre-Cerrado (lato sensu)-Floresta Ciliar ou Galeria","Terrícola","sim"
"Myrtaceae","Eugenia chlorophylla O.Berg","Eugenia chlorophylla O.Berg",10372,"Myrtaceae","Eugenia chlorophylla O.Berg",10372,,"LFB","name ok","","Eugenia chlorophylla","NATIVA","Endemica/Mata Atlântica","BR-SP-BR-MG-BR-SC-BR-PR","Árvore","Floresta Ombrófila (= Floresta Pluvial)-Floresta Ombrófila Mista","Terrícola","sim"
"Myrtaceae","Eugenia dichroma O.Berg","Eugenia dichroma O.Berg",10383,"Myrtaceae","Eugenia dichroma O.Berg",10383,,"LFB","name ok","","Eugenia dichroma","NATIVA","Endemica/Mata Atlântica","BR-RJ-BR-ES-BR-PE-BR-BA-BR-AL","Árvore","Floresta Ombrófila (= Floresta Pluvial)-Restinga","Terrícola","sim"
"Myrtaceae","Eugenia ellipsoidea Kiaersk.","Eugenia ellipsoidea Kiaersk.",10390,"Myrtaceae","Eugenia ellipsoidea Kiaersk.",10390,,"LFB","name ok","","Eugenia ellipsoidea","NATIVA","Endemica/Mata Atlântica","BR-RJ-BR-MG-BR-ES","Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Myrtaceae","Eugenia expansa Spring ex Mart.","Eugenia expansa Spring ex Mart.",10395,"Myrtaceae","Eugenia expansa Spring ex Mart.",10395,,"LFB","name ok","","Eugenia expansa","NATIVA","Endemica/Mata Atlântica","BR-RJ-BR-PR-BR-SP","Arbusto-Árvore","Floresta Ombrófila (= Floresta Pluvial)-Restinga","Terrícola","sim"
"Myrtaceae","Eugenia flamingensis O.Berg","Eugenia flamingensis O.Berg",10398,"Myrtaceae","Eugenia flamingensis O.Berg",10398,,"LFB","name ok","","Eugenia flamingensis","NATIVA","Endemica/Mata Atlântica","BR-RJ-BR-MG-BR-ES-BR-BA","Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Myrtaceae","Eugenia handroi (Mattos) Mattos","Eugenia handroi (Mattos) Mattos",10412,"Myrtaceae","Eugenia handroi (Mattos) Mattos",10412,,"LFB","name ok","","Eugenia handroi","NATIVA","Endemica/Mata Atlântica","BR-SP-BR-RJ-BR-ES-BR-SC-BR-RS-BR-PR","Árvore","Floresta Ombrófila (= Floresta Pluvial)-Floresta Ombrófila Mista","Terrícola","sim"
"Myrtaceae","Eugenia leptoclada O.Berg","Eugenia leptoclada O.Berg",10436,"Myrtaceae","Eugenia leptoclada O.Berg",10436,,"LFB","name ok","","Eugenia leptoclada","NATIVA","Endemica/Mata Atlântica","BR-SP-BR-MG-BR-PR-BR-BA","Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Myrtaceae","Eugenia luschnathiana (O.Berg) Klotzsch ex B.D.Jacks.","Eugenia luschnathiana (O.Berg) Klotzsch ex B.D.Jacks.",10444,"Myrtaceae","Eugenia luschnathiana (O.Berg) Klotzsch ex B.D.Jacks.",10444,,"LFB","name ok","","Eugenia luschnathiana","NATIVA","Endemica/Caatinga-Endemica/Mata Atlântica","BR-RN-BR-PE-BR-PB-BR-CE-BR-BA","Árvore","Restinga","Terrícola","sim"
"Myrtaceae","Eugenia macrantha O.Berg","Eugenia macrantha O.Berg",10447,"Myrtaceae","Eugenia macrantha O.Berg",10447,,"LFB","name ok","","Eugenia macrantha","NATIVA","Endemica/Mata Atlântica","BR-RJ-BR-ES-BR-BA","Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Myrtaceae","Eugenia macrosperma DC.","Eugenia macrosperma DC.",10449,"Myrtaceae","Eugenia macrosperma DC.",10449,,"LFB","name ok","","Eugenia macrosperma","NATIVA","Endemica/Mata Atlântica","BR-BA-BR-RJ-BR-MG-BR-ES","Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Myrtaceae","Eugenia magnifica Spring ex Mart.","Eugenia magnifica Spring ex Mart.",10451,"Myrtaceae","Eugenia magnifica Spring ex Mart.",10451,,"LFB","name ok","","Eugenia magnifica","NATIVA","Endemica/Mata Atlântica","BR-RJ","Árvore","Floresta Ombrófila (= Floresta Pluvial)-Restinga","Terrícola","sim"
"Myrtaceae","Eugenia mandioccensis O.Berg","Eugenia mandioccensis O.Berg",10454,"Myrtaceae","Eugenia mandioccensis O.Berg",10454,,"LFB","name ok","","Eugenia mandioccensis","NATIVA","Endemica/Mata Atlântica","BR-RJ-BR-BA","Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Myrtaceae","Eugenia monosperma Vell.","Eugenia monosperma Vell.",10461,"Myrtaceae","Eugenia monosperma Vell.",10461,,"LFB","name ok","","Eugenia monosperma","NATIVA","Endemica/Mata Atlântica","BR-SP-BR-RJ-BR-ES","Árvore","Floresta Ombrófila (= Floresta Pluvial)-Restinga","Terrícola","sim"
"Myrtaceae","Eugenia neosilvestris Sobral","Eugenia neosilvestris Sobral",10475,"Myrtaceae","Eugenia neosilvestris Sobral",10475,,"LFB","name ok","","Eugenia neosilvestris","NATIVA","Endemica/Mata Atlântica","BR-SP-BR-RJ-BR-MG-BR-ES-BR-SC","Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Myrtaceae","Eugenia oeidocarpa O.Berg","Eugenia oeidocarpa O.Berg",10480,"Myrtaceae","Eugenia oeidocarpa O.Berg",10480,,"LFB","name ok","","Eugenia oeidocarpa","NATIVA","Endemica/Mata Atlântica","BR-SC-BR-MG-BR-RS-BR-PR","Árvore","Floresta Estacional Semidecidual-Floresta Ombrófila Mista","Terrícola",
"Myrtaceae","Eugenia pantagensis O.Berg","Eugenia pantagensis O.Berg",10488,"Myrtaceae","Eugenia pantagensis O.Berg",10488,,"LFB","name ok","","Eugenia pantagensis","NATIVA","Endemica/Caatinga-Endemica/Cerrado-Endemica/Mata Atlântica","BR-SP-BR-MG-BR-RS","Árvore","Cerrado (lato sensu)-Floresta Estacional Semidecidual","Terrícola","sim"
"Myrtaceae","Eugenia platyphylla O.Berg","Eugenia platyphylla O.Berg",10500,"Myrtaceae","Eugenia platyphylla O.Berg",10500,,"LFB","name ok","","Eugenia platyphylla","NATIVA","Endemica/Mata Atlântica","BR-MG-BR-ES-BR-BA","Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Myrtaceae","Eugenia puberula Nied.","Eugenia puberula Nied.",10513,"Myrtaceae","Eugenia puberula Nied.",10513,,"LFB","name ok","","Eugenia puberula","NATIVA","Endemica/Mata Atlântica","BR-RJ-BR-ES-BR-MA-BR-BA","Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Myrtaceae","Eugenia rosea DC.","Eugenia rosea DC.",25846,"Myrtaceae","Eugenia rosea DC.",25846,,"LFB","name ok","","Eugenia rosea","NATIVA","Endemica/Caatinga","BR-BA","Arbusto-Árvore","Caatinga (stricto sensu)","Terrícola","sim"
"Myrtaceae","Eugenia rostrifolia D.Legrand","Eugenia rostrifolia D.Legrand",10525,"Myrtaceae","Eugenia rostrifolia D.Legrand",10525,,"LFB","name ok","","Eugenia rostrifolia","NATIVA","Endemica/Mata Atlântica","BR-SC-BR-RS","Árvore","Floresta Estacional Semidecidual-Floresta Ombrófila (= Floresta Pluvial)-Floresta Ombrófila Mista","Terrícola","sim"
"Myrtaceae","Eugenia schottiana O.Berg","Eugenia schottiana O.Berg",10528,"Myrtaceae","Eugenia schottiana O.Berg",10528,,"LFB","name ok","","Eugenia schottiana","NATIVA","Endemica/Caatinga-Endemica/Mata Atlântica","BR-RJ-BR-BA","Árvore","Floresta Ombrófila (= Floresta Pluvial)-Restinga","Terrícola","sim"
"Myrtaceae","Eugenia sphenophylla O.Berg","Eugenia sphenophylla O.Berg",10535,"Myrtaceae","Eugenia sphenophylla O.Berg",10535,,"LFB","name ok","","Eugenia sphenophylla","NATIVA","Endemica/Mata Atlântica","BR-SP-BR-MG","Arbusto-Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola",
"Myrtaceae","Eugenia sprengelii DC.","Eugenia sprengelii DC.",10536,"Myrtaceae","Eugenia sprengelii DC.",10536,,"LFB","name ok","","Eugenia sprengelii","NATIVA","Endemica/Mata Atlântica","BR-RJ","Arbusto-Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Myrtaceae","Eugenia supraaxillaris Spring","Eugenia supraaxillaris Spring",10552,"Myrtaceae","Eugenia supraaxillaris Spring",10552,,"LFB","name ok","","Eugenia supraaxillaris","NATIVA","Endemica/Mata Atlântica","BR-BA-BR-SP-BR-RJ-BR-PR-BR-SC-BR-ES","Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Myrtaceae","Eugenia umbrosa O.Berg","Eugenia umbrosa O.Berg",10559,"Myrtaceae","Eugenia umbrosa O.Berg",10559,,"LFB","name ok","","Eugenia umbrosa","NATIVA","Endemica/Mata Atlântica","BR-RJ-BR-MG-BR-PE","Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Myrtaceae","Eugenia xanthoxyloides Cambess.","Eugenia xanthoxyloides Cambess.",10569,"Myrtaceae","Eugenia xanthoxyloides Cambess.",10569,,"LFB","name ok","","Eugenia xanthoxyloides","NATIVA","Endemica/Mata Atlântica","BR-RJ-BR-ES","Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Myrtaceae","Eugenia zuccarinii O.Berg","Eugenia zuccarinii O.Berg",10571,"Myrtaceae","Eugenia zuccarinii O.Berg",10571,,"LFB","name ok","","Eugenia zuccarinii","NATIVA","Endemica/Mata Atlântica","BR-MG-BR-SP-BR-BA-BR-RJ-BR-ES","Árvore","Floresta Ombrófila (= Floresta Pluvial)-Restinga","Terrícola","sim"
"Myrtaceae","Marlierea polygama (O.Berg) D.Legrand","Marlierea polygama (O.Berg) D.Legrand",10609,"Myrtaceae","Marlierea polygama (O.Berg) D.Legrand",10609,,"LFB","name ok","","Marlierea polygama","NATIVA","Endemica/Mata Atlântica","BR-MG-BR-BA-BR-RJ-BR-ES","Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Myrtaceae","Marlierea teuscheriana (O.Berg) D.Legrand","Marlierea teuscheriana (O.Berg) D.Legrand",10627,"Myrtaceae","Marlierea teuscheriana (O.Berg) D.Legrand",10627,,"LFB","name ok","","Marlierea teuscheriana","NATIVA","Endemica/Mata Atlântica","BR-RJ-BR-MG-BR-ES","Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Myrtaceae","Myrceugenia acutata D.Legrand","Myrceugenia acutata D.Legrand",62848,"Myrtaceae","Myrceugenia acutata D.Legrand",62848,,"LFB","name ok","","Myrceugenia acutata","NATIVA","Endemica/Cerrado-Endemica/Mata Atlântica","BR-SP-BR-DF-BR-PR-BR-SC-BR-RS-BR-RJ","Arbusto-Árvore","Floresta Ciliar ou Galeria-Floresta Ombrófila (= Floresta Pluvial)-Floresta Ombrófila Mista","Terrícola",
